Date,Make,Style,Model,Color,Plate,State,Address,Tow Facility Phone,Inventory Number
07/06/2015,FORD,VN,,SIL,L663111,IL,701 N. Sacramento,(773) 265-7605,6821763
07/06/2015,GMC,LL,,WHI,E708956,IL,701 N. Sacramento,(773) 265-7605,6821762
07/06/2015,HOND,2D,CIV,RED,A916084,IL,701 N. Sacramento,(773) 265-7605,6821772
07/06/2015,LEXS,4D,,PLE,S417773,IL,701 N. Sacramento,(773) 265-7605,6821757
07/06/2015,MERC,4D,,GRN,L616575,IL,10300 S. Doty,(773) 568-8495,2767562
07/06/2015,MERC,4D,MAR,TAN,E282339,IL,10300 S. Doty,(773) 568-8495,2767549
07/06/2015,OLDS,4D,,TAN,V757992,IL,701 N. Sacramento,(773) 265-7605,6821775
07/06/2015,OLDS,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6821759
07/06/2015,OLDS,VN,,WHI,E876587,IL,10300 S. Doty,(773) 568-8495,2767538
07/06/2015,PONT,4D,BON,GRN,V608413,IL,10300 S. Doty,(773) 568-8495,2767552
07/06/2015,PONT,4T,,BLK,E123517,IL,10300 S. Doty,(773) 568-8495,2767561
07/06/2015,PONT,4T,,GLD,E411838,IL,701 N. Sacramento,(773) 265-7605,6821746
07/06/2015,SUZI,LL,VIT,SIL,Y729628,IL,701 N. Sacramento,(773) 265-7605,6821767
07/06/2015,TOYT,4D,,GRN,R224921,IL,701 N. Sacramento,(773) 265-7605,6821758
07/06/2015,TOYT,4D,,TAN,V321937,IL,701 N. Sacramento,(773) 265-7605,6821755
07/06/2015,TOYT,4D,COR,BLK,,IL,701 N. Sacramento,(773) 265-7605,6821771
07/06/2015,TOYT,4D,,MAR,V707285,IL,701 N. Sacramento,(773) 265-7605,6821776
07/05/2015,BUIC,4D,,BRO,V827284,IL,10300 S. Doty,(773) 568-8495,2767519
07/05/2015,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2767508
07/05/2015,BUIC,4D,,SIL,Y733361,IL,10300 S. Doty,(773) 568-8495,2767524
07/05/2015,BUIC,4D,,BLU,E563662,IL,10300 S. Doty,(773) 568-8495,2767518
07/05/2015,CADI,4D,,GRY,S778100,IL,701 N. Sacramento,(773) 265-7605,6821739
07/05/2015,CHEV,2D,,PLE,,IL,10300 S. Doty,(773) 568-8495,2767482
07/05/2015,CHEV,4D,SUB,DBL,E358913,IL,701 N. Sacramento,(773) 265-7605,6821724
07/05/2015,CHEV,4D,,BLU,V957391,IL,701 N. Sacramento,(773) 265-7605,6821729
07/05/2015,CHEV,4D,MAL,RED,Y851695,IL,701 N. Sacramento,(773) 265-7605,6821721
07/05/2015,CHEV,LL,,GRN,E279215,IL,701 N. Sacramento,(773) 265-7605,6821730
07/05/2015,CHEV,LL,TK,BLK,926R625,IL,10300 S. Doty,(773) 568-8495,2767505
07/05/2015,CHEV,LL,TAH,GRY,E790781,IL,10300 S. Doty,(773) 568-8495,2767502
07/05/2015,CHEV,PK,,BLK,6492DD,IL,701 N. Sacramento,(773) 265-7605,6821734
07/05/2015,CHEV,VN,,WHI,E704004,IL,701 N. Sacramento,(773) 265-7605,6821705
07/05/2015,CHRY,4D,,BLK,DGK3868,MI,701 N. Sacramento,(773) 265-7605,6821745
07/05/2015,CHRY,VN,,GRN,926R197,IL,10300 S. Doty,(773) 568-8495,2767535
07/05/2015,DODG,VN,,BLU,E765828,IL,10300 S. Doty,(773) 568-8495,2767499
07/05/2015,FORD,LL,TK,GRY,V618124,IL,10300 S. Doty,(773) 568-8495,2767513
07/05/2015,FORD,PK,,WHI,BFX6867,AZ,10300 S. Doty,(773) 568-8495,2767486
07/05/2015,FORD,PK,,BLU,103S270,IL,701 N. Sacramento,(773) 265-7605,6821711
07/05/2015,HYUN,4D,,SIL,E143841,IL,10300 S. Doty,(773) 568-8495,2767498
07/05/2015,HYUN,4D,,SIL,E439098,IL,10300 S. Doty,(773) 568-8495,2767512
07/05/2015,JEEP,LL,,BLK,V482761,IL,10300 S. Doty,(773) 568-8495,2767515
07/05/2015,LEXS,4D,,,545R823,IL,701 N. Sacramento,(773) 265-7605,6821706
07/05/2015,MERC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2767517
07/05/2015,NISS,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2767494
07/05/2015,NISS,LL,,BLK,V482723,IL,10300 S. Doty,(773) 568-8495,2767489
07/05/2015,OLDS,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6821718
07/05/2015,OLDS,4D,,BLU,E672780,IL,10300 S. Doty,(773) 568-8495,2767493
07/05/2015,TOYT,4D,,RED,R451798,IL,10300 S. Doty,(773) 568-8495,2767514
07/05/2015,TOYT,4D,,RED,E283544,IL,701 N. Sacramento,(773) 265-7605,6821719
07/05/2015,TOYT,4D,CAM,SIL,K808974,IL,701 N. Sacramento,(773) 265-7605,6821726
07/05/2015,TOYT,4T,,SIL,E271012,IL,701 N. Sacramento,(773) 265-7605,6821710
07/05/2015,,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,2767530
07/05/2015,,,,WHI,,IL,10300 S. Doty,(773) 568-8495,2767495
07/04/2015,CADI,4D,,BGE,P945158,IL,10300 S. Doty,(773) 568-8495,2767453
07/04/2015,CHEV,2D,,RED,E154176,IL,10300 S. Doty,(773) 568-8495,2767429
07/04/2015,CHEV,2D,,BLK,E706550,IL,701 N. Sacramento,(773) 265-7605,6821664
07/04/2015,CHEV,4D,,GRY,S865682,IL,10300 S. Doty,(773) 568-8495,2767479
07/04/2015,CHEV,4D,,WHI,V735135,IL,701 N. Sacramento,(773) 265-7605,6821697
07/04/2015,CHEV,LL,,BGE,S496318,IL,10300 S. Doty,(773) 568-8495,2767473
07/04/2015,CHEV,LL,,BLU,R769847,IL,10300 S. Doty,(773) 568-8495,2767448
07/04/2015,CHRY,VN,,GRY,702NRD,WI,10300 S. Doty,(773) 568-8495,2767441
07/04/2015,FORD,VN,,BLU,WLR590,IN,701 N. Sacramento,(773) 265-7605,6821662
07/04/2015,GMC,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2767465
07/04/2015,HOND,4D,,BLU,E857018,IL,10300 S. Doty,(773) 568-8495,2767470
07/04/2015,HOND,4D,,WHI,E879005,IL,701 N. Sacramento,(773) 265-7605,6821668
07/04/2015,HOND,4D,,SIL,187JP2,MA,400 E. Lower Wacker,(312) 744-7550,929716
07/04/2015,HOND,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2767437
07/04/2015,HYUN,2D,,BLK,157S854,IL,10300 S. Doty,(773) 568-8495,2767434
07/04/2015,HYUN,4D,,GRY,E814110,IL,10300 S. Doty,(773) 568-8495,2767427
07/04/2015,INFI,4D,,BLK,924R903,IL,10300 S. Doty,(773) 568-8495,2767475
07/04/2015,MAZD,4D,,GRY,928R443,IL,701 N. Sacramento,(773) 265-7605,6821678
07/04/2015,MERC,VN,,BLU,Y735553,IL,10300 S. Doty,(773) 568-8495,2767445
07/04/2015,OLDS,4D,,GLD,L453055,IL,701 N. Sacramento,(773) 265-7605,6821666
07/04/2015,PONT,4D,,TAN,924R148,IL,10300 S. Doty,(773) 568-8495,2767432
07/04/2015,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2767435
07/04/2015,TOYT,4D,,GLD,S935294,IL,701 N. Sacramento,(773) 265-7605,6821673
07/04/2015,TOYT,4D,,WHI,676XMW,WI,10300 S. Doty,(773) 568-8495,2767438
07/04/2015,TOYT,LL,HGH,GRY,5AVVV6,CT,701 N. Sacramento,(773) 265-7605,6821687
07/04/2015,VOLK,4D,,RED,G225XP,FL,701 N. Sacramento,(773) 265-7605,6821676
07/03/2015,ACUR,2D,,WHI,ADP2322,IL,10300 S. Doty,(773) 568-8495,2767395
07/03/2015,CHEV,2D,,SIL,Y731797,IL,10300 S. Doty,(773) 568-8495,2767381
07/03/2015,CHEV,2D,,BLK,56666FF,IL,701 N. Sacramento,(773) 265-7605,6821564
07/03/2015,CHEV,4D,,BLU,S677378,IL,701 N. Sacramento,(773) 265-7605,6821622
07/03/2015,CHEV,4D,,PNK,,IL,701 N. Sacramento,(773) 265-7605,6821654
07/03/2015,CHRY,VN,,GRY,332R177,IL,10300 S. Doty,(773) 568-8495,2767397
07/03/2015,DODG,VN,TK,GRY,118S759,IL,701 N. Sacramento,(773) 265-7605,6821551
07/03/2015,DODG,VN,,RED,E379441,IL,10300 S. Doty,(773) 568-8495,2767386
07/03/2015,DODG,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2767379
07/03/2015,FORD,4D,,WHI,V833711,IL,701 N. Sacramento,(773) 265-7605,6821656
07/03/2015,HOND,2T,,SIL,E283832,IL,10300 S. Doty,(773) 568-8495,2767424
07/03/2015,HYUN,4D,,SIL,Y731927,IL,10300 S. Doty,(773) 568-8495,2767388
07/03/2015,JEEP,LL,TK,BRO,R426743,IL,10300 S. Doty,(773) 568-8495,2767382
07/03/2015,JEEP,LL,TK,GRY,146S735,IL,701 N. Sacramento,(773) 265-7605,6821624
07/03/2015,JEEP,LL,TK,RED,E758605,IL,10300 S. Doty,(773) 568-8495,2767383
07/03/2015,LEXS,4D,,WHI,E308340,IL,701 N. Sacramento,(773) 265-7605,6821623
07/03/2015,MERC,VN,TK,BLU,E525507,IL,10300 S. Doty,(773) 568-8495,2767378
07/03/2015,MERZ,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2767399
07/03/2015,NISS,LL,,BLK,9712182,IL,10300 S. Doty,(773) 568-8495,2767405
07/03/2015,OLDS,4D,,BLU,V315838,IL,701 N. Sacramento,(773) 265-7605,6821553
07/03/2015,OLDS,VN,TK,GRN,E903620,IL,701 N. Sacramento,(773) 265-7605,6821599
07/03/2015,PONT,4D,,BLK,187S367,IL,10300 S. Doty,(773) 568-8495,2767414
07/03/2015,PONT,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2767391
07/03/2015,PONT,4D,BON,GLD,V756741,IL,701 N. Sacramento,(773) 265-7605,6821608
07/03/2015,TOYT,4D,,GRY,891YYZ,AZ,400 E. Lower Wacker,(312) 744-7550,929686
07/03/2015,VOLK,4D,,MAR,S223175,IL,701 N. Sacramento,(773) 265-7605,6821632
07/03/2015,VOLK,4T,,GRY,V856645,IL,701 N. Sacramento,(773) 265-7605,6821653
07/02/2015,BMW,4D,,GRN,890R476,IL,701 N. Sacramento,(773) 265-7605,6821436
07/02/2015,BUIC,4D,,GRY,DDB753,IA,10300 S. Doty,(773) 568-8495,2767326
07/02/2015,CADI,4D,,BLU,E989034,IL,10300 S. Doty,(773) 568-8495,2767308
07/02/2015,CADI,4D,,BLU,P893288,IL,10300 S. Doty,(773) 568-8495,2767310
07/02/2015,CHEV,2T,,,,,10300 S. Doty,(773) 568-8495,2767
07/02/2015,CHEV,2T,,SIL,,,10300 S. Doty,(773) 568-8495,2767367
07/02/2015,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2767348
07/02/2015,CHEV,4D,,BRO,E359018,IL,10300 S. Doty,(773) 568-8495,2767335
07/02/2015,CHEV,LL,TK,BGE,E764683,IL,10300 S. Doty,(773) 568-8495,2767339
07/02/2015,CHEV,LL,,BLK,114S997,IL,10300 S. Doty,(773) 568-8495,2767356
07/02/2015,CHEV,VN,TK,BLU,E702041,IL,10300 S. Doty,(773) 568-8495,2767322
07/02/2015,CHRY,4D,,WHI,S779526,IL,10300 S. Doty,(773) 568-8495,2767333
07/02/2015,CHRY,VN,TK,RED,V823630,IL,10300 S. Doty,(773) 568-8495,2767371
07/02/2015,DODG,4D,,RED,MZV6,IL,10300 S. Doty,(773) 568-8495,2767351
07/02/2015,FOR,VN,,RED,,IL,701 N. Sacramento,(773) 265-7605,6821537
07/02/2015,FORD,2D,,WHI,E808221,IL,10300 S. Doty,(773) 568-8495,2767309
07/02/2015,FORD,4D,,GRY,V795379,IL,10300 S. Doty,(773) 568-8495,2767347
07/02/2015,FORD,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6821437
07/02/2015,FORD,4D,,GLD,5258211,IL,10300 S. Doty,(773) 568-8495,2767319
07/02/2015,FORD,4D,,GRN,S903293,IL,10300 S. Doty,(773) 568-8495,2767327
07/02/2015,FORD,4D,,GRN,S995452,IL,10300 S. Doty,(773) 568-8495,2767312
07/02/2015,FORD,LL,TK,WHI,V317162,IL,10300 S. Doty,(773) 568-8495,2767372
07/02/2015,FORD,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2767350
07/02/2015,FORD,LL,,GRY,V390027,IL,10300 S. Doty,(773) 568-8495,2767315
07/02/2015,FORD,PK,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6821531
07/02/2015,GMC,VN,,BLU,,IL,10300 S. Doty,(773) 568-8495,2767313
07/02/2015,HOND,2D,,GRY,V496187,IL,701 N. Sacramento,(773) 265-7605,6821482
07/02/2015,HOND,4D,,SIL,UUG953,IN,10300 S. Doty,(773) 568-8495,2767340
07/02/2015,HOND,4D,,BLK,V733860,IL,701 N. Sacramento,(773) 265-7605,6821500
07/02/2015,JEEP,LL,,GRN,V323647,IL,701 N. Sacramento,(773) 265-7605,6821465
07/02/2015,JEEP,LL,TK,BLK,234S072,IL,701 N. Sacramento,(773) 265-7605,6821529
07/02/2015,LINC,4D,,CRM,E356302,IL,10300 S. Doty,(773) 568-8495,2767323
07/02/2015,LINC,4D,CON,GRY,4600404,IL,10300 S. Doty,(773) 785-9752,1715336
07/02/2015,MERC,2D,,RED,128S614,IL,10300 S. Doty,(773) 568-8495,2767360
07/02/2015,MERC,4D,,RED,E860728,IL,701 N. Sacramento,(773) 265-7605,6821438
07/02/2015,OLDS,4D,,TAN,E155769,IL,10300 S. Doty,(773) 568-8495,2767345
07/02/2015,PONT,2D,,SIL,D876983,IL,10300 S. Doty,(773) 568-8495,2767318
07/02/2015,PONT,4D,,WHI,821R632,IL,701 N. Sacramento,(773) 265-7605,6821538
07/02/2015,PONT,LL,TK,RED,R996253,IL,10300 S. Doty,(773) 568-8495,2767325
07/02/2015,SATR,LL,,GRY,E699472,IL,701 N. Sacramento,(773) 265-7605,6821535
07/02/2015,SUBA,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2767320
07/02/2015,TOYT,4D,,BLU,E647295,IL,10300 S. Doty,(773) 568-8495,2767341
07/02/2015,TOYT,4D,,SIL,E759428,IL,400 E. Lower Wacker,(312) 744-7550,929642
07/02/2015,TOYT,4D,,GRY,S794846,IL,701 N. Sacramento,(773) 265-7605,6821492
07/02/2015,VOLK,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2767314
07/01/2015,BMW,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2767279
07/01/2015,BMW,4D,,BLK,Y752886,IL,701 N. Sacramento,(773) 265-7605,6821348
07/01/2015,BUIC,4D,,MAR,E149038,IL,10300 S. Doty,(773) 568-8495,2767306
07/01/2015,CHEV,4D,,BLK,Y731574,IL,701 N. Sacramento,(773) 265-7605,2767288
07/01/2015,CHEV,4D,,BLK,R546255,IL,10300 S. Doty,(773) 568-8495,2767304
07/01/2015,CHEV,4D,,GRN,143S139,IL,701 N. Sacramento,(773) 265-7605,6821311
07/01/2015,CHEV,4D,,SIL,195S810,IL,701 N. Sacramento,(773) 265-7605,6821316
07/01/2015,CHEV,LL,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6821310
07/01/2015,CHEV,LL,,BLU,X530346,IL,701 N. Sacramento,(773) 265-7605,6821353
07/01/2015,CHEV,VN,TK,WHI,N486561,IL,701 N. Sacramento,(773) 265-7605,6821421
07/01/2015,CHEV,VN,,RED,V606222,IL,10300 S. Doty,(773) 568-8495,2767307
07/01/2015,DODG,VN,,RED,L456704,IL,10300 S. Doty,(773) 568-8495,2767300
07/01/2015,FORD,2D,,RED,117091TW,IL,10300 S. Doty,(773) 568-8495,2767277
07/01/2015,FORD,2D,,WHI,V241785,IL,10300 S. Doty,(773) 568-8495,2767286
07/01/2015,FORD,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6821317
07/01/2015,FORD,LL,,BLK,5538787,IL,701 N. Sacramento,(773) 265-7605,6821398
07/01/2015,FORD,PK,TK,SIL,60686FF,IL,701 N. Sacramento,(773) 265-7605,6821410
07/01/2015,GM,2D,,WHI,Y719819,IL,10300 S. Doty,(773) 568-8495,2767276
07/01/2015,HOND,4D,,BLK,E998042,IL,701 N. Sacramento,(773) 265-7605,6821347
07/01/2015,KIA,LL,,BLK,S855664,IL,10300 S. Doty,(773) 568-8495,2767301
07/01/2015,LINC,4D,,WHI,654LYG,IN,701 N. Sacramento,(773) 265-7605,6821420
07/01/2015,LINC,LL,,TAN,9127892,IL,10300 S. Doty,(773) 568-8495,2767278
07/01/2015,LINC,LL,,WHI,122S746,IL,10300 S. Doty,(773) 568-8495,2767298
07/01/2015,OLDS,4D,,BLU,E350688,IL,10300 S. Doty,(773) 568-8495,2767273
07/01/2015,OLDS,VN,,MAR,V678946,IL,701 N. Sacramento,(773) 265-7605,6821416
07/01/2015,OLDS,VN,TK,TAN,,IL,10300 S. Doty,(773) 568-8495,2767299
07/01/2015,PLYM,VN,,GRN,251S564,IL,10300 S. Doty,(773) 568-8495,2767293
07/01/2015,PONT,4D,,SIL,802R384,IL,701 N. Sacramento,(773) 265-7605,6821329
07/01/2015,PONT,4D,GRA,WHI,338R725,IL,10300 S. Doty,(773) 568-8495,2767295
07/01/2015,PONT,4D,,SIL,L717814,IL,10300 S. Doty,(773) 568-8495,2767274
07/01/2015,PONT,LL,TK,WHI,V749092,IL,10300 S. Doty,(773) 568-8495,2767302
07/01/2015,PONT,VN,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6821426
06/30/2015,ACUR,2D,,GLD,952R623,IL,10300 S. Doty,(773) 568-8495,2767225
06/30/2015,BMW,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2767248
06/30/2015,BUIC,4D,,TAN,E539181,IL,701 N. Sacramento,(773) 265-7605,6821253
06/30/2015,BUIC,4D,,GRN,P312454,IL,701 N. Sacramento,(773) 265-7605,6821286
06/30/2015,CADI,2D,DEV,TAN,N341778,IL,10300 S. Doty,(773) 785-9752,1715331
06/30/2015,CADI,4D,,TAN,Y746282,IL,701 N. Sacramento,(773) 265-7605,6821239
06/30/2015,CHEV,2D,,WHI,E769427,IL,10300 S. Doty,(773) 568-8495,2767260
06/30/2015,CHEV,2D,,RED,E468705,IL,10300 S. Doty,(773) 568-8495,2767226
06/30/2015,CHEV,4D,,GRY,V770778,IL,10300 S. Doty,(773) 568-8495,2767253
06/30/2015,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2767230
06/30/2015,CHEV,4T,,TAN,DL6484F,IL,701 N. Sacramento,(773) 265-7605,6821252
06/30/2015,CHEV,VN,,BLK,Y800261,IL,10300 S. Doty,(773) 568-8495,2767236
06/30/2015,CHRY,4D,,BLU,E476711,IL,10300 S. Doty,(773) 568-8495,2767238
06/30/2015,DODG,4D,STA,WHI,862R848,IL,10300 S. Doty,(773) 568-8495,2767247
06/30/2015,DODG,4D,,BLK,858R722,IL,10300 S. Doty,(773) 568-8495,2767221
06/30/2015,DODG,4D,,GRY,V385585,IL,10300 S. Doty,(773) 568-8495,2767216
06/30/2015,DODG,4D,,SIL,A497316,IL,701 N. Sacramento,(773) 265-7605,6821295
06/30/2015,DODG,VC,,BLU,E155823,IL,10300 S. Doty,(773) 568-8495,2767266
06/30/2015,DODG,VN,TK,MAR,,IL,10300 S. Doty,(773) 568-8495,2767227
06/30/2015,DODG,VN,TK,MAR,214S420,IL,10300 S. Doty,(773) 568-8495,2767261
06/30/2015,DODG,VN,TK,WHI,S393587,IL,10300 S. Doty,(773) 568-8495,2767218
06/30/2015,FORD,LL,TK,GRN,E146304,IL,10300 S. Doty,(773) 568-8495,2767254
06/30/2015,FORD,VN,WIN,SIL,S725527,IL,10300 S. Doty,(773) 568-8495,2767245
06/30/2015,GMC,VN,,BLU,A921580,IL,701 N. Sacramento,(773) 265-7605,6821241
06/30/2015,HOND,2D,,GRN,E642778,IL,701 N. Sacramento,(773) 265-7605,6821308
06/30/2015,HYUN,4D,,WHI,,IL,400 E. Lower Wacker,(312) 744-7550,29524
06/30/2015,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2767259
06/30/2015,KIA,4D,,BLK,396LTZ,MN,10300 S. Doty,(773) 568-8495,2767220
06/30/2015,LINC,4D,,SIL,E596958,IL,701 N. Sacramento,(773) 265-7605,6821238
06/30/2015,LINC,4D,,WHI,,D1,10300 S. Doty,(773) 568-8495,2767271
06/30/2015,LINC,LL,TK,BLK,V317889,IL,10300 S. Doty,(773) 568-8495,2767269
06/30/2015,MAZD,4D,,GRY,,IN,10300 S. Doty,(773) 568-8495,2767229
06/30/2015,MITS,2D,,WHI,P632390,IL,10300 S. Doty,(773) 568-8495,2767267
06/30/2015,MITS,4D,,GRY,215S963,IL,10300 S. Doty,(773) 568-8495,2767242
06/30/2015,NISS,4D,,GRY,S920987,IL,10300 S. Doty,(773) 568-8495,2767249
06/30/2015,NISS,4D,,BLU,V172204,IL,701 N. Sacramento,(773) 265-7605,6821242
06/30/2015,NISS,4D,SEN,WHI,,IL,10300 S. Doty,(773) 568-8495,2767257
06/30/2015,PONT,4D,,BLK,V132771,IL,10300 S. Doty,(773) 568-8495,2767262
06/30/2015,SATR,LL,,GLD,DL6865,IL,10300 S. Doty,(773) 568-8495,2767234
06/30/2015,TOYT,4D,,MAR,E526318,IL,701 N. Sacramento,(773) 265-7605,6821302
06/30/2015,VOLV,4D,,GRY,S921323,IL,701 N. Sacramento,(773) 265-7605,6821271
06/29/2015,ACUR,4D,,GRN,E439875,IL,10300 S. Doty,(773) 568-8495,2767167
06/29/2015,BUIC,4D,,WHI,E799037,IN,10300 S. Doty,(773) 568-8495,2767173
06/29/2015,BUIC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2767201
06/29/2015,CADI,4D,,CRM,,IL,10300 S. Doty,(773) 568-8495,2767210
06/29/2015,CHEV,4D,IMP,SIL,A834916,IL,10300 S. Doty,(773) 568-8495,2767182
06/29/2015,CHEV,4D,,GRY,Y724507,IL,10300 S. Doty,(773) 568-8495,2767178
06/29/2015,CHEV,4D,,GRN,N765267,IL,10300 S. Doty,(773) 568-8495,2767181
06/29/2015,DODG,PK,,GRN,15339998,IL,10300 S. Doty,(773) 568-8495,2767209
06/29/2015,FORD,4D,,WHI,Y911943,IL,701 N. Sacramento,(773) 265-7605,6821209
06/29/2015,FORD,4D,FOC,WHI,E153060,IL,10300 S. Doty,(773) 568-8495,2767196
06/29/2015,FORD,BU,,YEL,72367SB,IL,10300 S. Doty,(773) 568-8495,2767155
06/29/2015,FORD,PK,,WHI,86699FF,IL,10300 S. Doty,(773) 568-8495,2767162
06/29/2015,FORD,VN,,WHI,194S956,IL,10300 S. Doty,(773) 568-8495,2767165
06/29/2015,HOND,2D,,WHI,V606120,IL,10300 S. Doty,(773) 568-8495,2767157
06/29/2015,HOND,2T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2767170
06/29/2015,HYUN,4D,,BLU,V582844,IL,10300 S. Doty,(773) 568-8495,2767161
06/29/2015,LINC,4D,TOW,WHI,S487966,IL,10300 S. Doty,(773) 568-8495,2767188
06/29/2015,MERC,LL,,BGE,P437484,IL,10300 S. Doty,(773) 568-8495,2767211
06/29/2015,MERZ,2D,,GRY,236XNT,WI,10300 S. Doty,(773) 568-8495,2767176
06/29/2015,MITS,4D,,GRY,E646492,IL,701 N. Sacramento,(773) 265-7605,6821215
06/29/2015,MITS,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2767175
06/29/2015,NISS,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2767159
06/29/2015,OLDS,4D,,BLK,E673701,IL,10300 S. Doty,(773) 568-8495,2767214
06/29/2015,OLDS,4D,ALO,SIL,,IL,10300 S. Doty,(773) 785-9752,1715330
06/29/2015,PONT,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2767174
06/29/2015,PONT,4D,,RED,X489857,IL,10300 S. Doty,(773) 568-8495,2767158
06/29/2015,PONT,4T,,GRY,,IL,10300 S. Doty,(773) 568-8495,2767166
06/29/2015,SATR,4D,,WHI,987LCI,IN,10300 S. Doty,(773) 785-9752,1715328
06/29/2015,SUZI,LL,,BLU,V238205,IL,10300 S. Doty,(773) 568-8495,2767180
06/29/2015,TOYT,4D,COA,GRN,,IL,10300 S. Doty,(773) 785-9752,1715329
06/29/2015,TOYT,LL,,BLK,V960181,IL,10300 S. Doty,(773) 568-8495,2767163
06/29/2015,VOLK,4D,PAS,BLK,S802548,IL,701 N. Sacramento,(773) 265-7605,6821222
06/28/2015,ACUR,4D,,GRN,927R975,IL,701 N. Sacramento,(773) 265-7605,6821190
06/28/2015,BMW,4D,,BLK,V394467,IL,701 N. Sacramento,(773) 265-7605,6821163
06/28/2015,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2767120
06/28/2015,BUIC,LL,,WHI,V108830,IL,701 N. Sacramento,(773) 265-7605,6821191
06/28/2015,CADI,4D,,BLU,V761542,IL,701 N. Sacramento,(773) 265-7605,6820947
06/28/2015,CHEV,4D,,GRN,,,10300 S. Doty,(773) 568-8495,2767139
06/28/2015,CHEV,4T,,WHI,E869398,IL,10300 S. Doty,(773) 568-8495,2767154
06/28/2015,DODG,VN,,TAN,,IL,10300 S. Doty,(773) 568-8495,2767121
06/28/2015,FORD,4D,,WHI,V747996,IL,10300 S. Doty,(773) 568-8495,2767128
06/28/2015,FORD,4T,,BLK,E590615,IL,10300 S. Doty,(773) 568-8495,2767151
06/28/2015,FORD,PK,,BLK,1639194,IL,701 N. Sacramento,(773) 265-7605,6821049
06/28/2015,GMC,PK,,WHI,1587934B,IL,701 N. Sacramento,(773) 265-7605,6821195
06/28/2015,HOND,4D,,BLU,R727385,IL,701 N. Sacramento,(773) 265-7605,6281019
06/28/2015,HOND,4D,,LBL,E695643,IL,701 N. Sacramento,(773) 265-7605,6821135
06/28/2015,HYUN,LL,,BLK,N707518,IL,701 N. Sacramento,(773) 265-7605,6821093
06/28/2015,INFI,LL,,GRY,,,701 N. Sacramento,(773) 265-7605,6821174
06/28/2015,KIA,4D,,RED,E361573,IL,701 N. Sacramento,(773) 265-7605,6820948
06/28/2015,LEXS,4D,,BLK,R496319,IL,10300 S. Doty,(773) 568-8495,2767124
06/28/2015,MAZD,4D,,BLU,V612514,IL,10300 S. Doty,(773) 568-8495,2767136
06/28/2015,MERC,4D,,GRN,G635904,IL,701 N. Sacramento,(773) 265-7605,6820946
06/28/2015,MERC,4D,,SIL,E762118,IL,10300 S. Doty,(773) 568-8495,2767134
06/28/2015,MERC,4D,,SIL,S396743,IL,10300 S. Doty,(773) 568-8495,2767115
06/28/2015,MERC,4D,,SIL,V760025,IL,10300 S. Doty,(773) 568-8495,2767146
06/28/2015,MERC,4D,,BLU,E647722,IL,10300 S. Doty,(773) 568-8495,2767129
06/28/2015,NISS,4D,,WHI,V320595,IL,701 N. Sacramento,(773) 265-7605,6820945
06/28/2015,NISS,4D,,WHI,V239144,IL,701 N. Sacramento,(773) 265-7605,6821050
06/28/2015,PONT,4D,,MAR,E673710,IL,10300 S. Doty,(773) 568-8495,2767117
06/28/2015,PONT,4D,,BLK,E511060,IL,701 N. Sacramento,(773) 265-7605,6820943
06/28/2015,TOYT,4D,,BGE,E649243,IL,10300 S. Doty,(773) 568-8495,2767126
06/28/2015,VOLK,4T,,SIL,R990873,IL,10300 S. Doty,(773) 568-8495,2767149
06/27/2015,BUIC,4D,LES,SIL,,IL,10300 S. Doty,(773) 568-8495,2767030
